CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT)
1.5,1082,-200,6.5,834,174,747,64
2,1188,-200,9.4,954,216,664,72
3.1,1348,-200,15.3,1157,376,564,88
3.7,1394,-200,16.4,1193,496,547,110
4,1472,-200,19.8,1290,523,510,95
4.1,1291,-200,15.8,1174,465,567,91
3.1,1264,-200,14.5,1133,407,593,94
3.2,1264,-200,14.7,1138,412,579,86
3.2,1260,-200,15.3,1160,403,568,79
2.7,1184,-200,13,1084,357,612,71
2.3,1122,-200,10.5,996,259,660,62
1.6,983,-200,7.6,881,227,752,56
1.1,885,-200,4.8,753,147,878,49
0.7,825,-200,3.1,661,-200,987,43.5
-200,791,-200,2.6,627,72,1069,38
0.6,802,-200,2.7,636,96,1016,35
0.5,804,-200,3,652,73,1054,37
1.5,1014,-200,8.7,927,309,747,56
3.4,1316,-200,20.7,1317,607,538,85
4.4,1296,-200,25.2,1435,562,504,112
4.4,1381,-200,23.6,1394,560,495,107
5.8,1570,-200,32.9,1617,844,426,151
4.9,1426,-200,25.6,1445,667,477,151
5.1,1535,-200,31.2,1578,583,440,150
7.5,1678,-200,37.9,1727,726,390,190
5.8,1605,-200,32.3,1603,674,415,168
5.9,1559,-200,31.5,1586,544,421,127
6.8,1713,-200,38,1728,715,390,140
7.9,1751,-200,44.1,1853,789,358,158
8,1723,-200,44.9,1869,737,359,121
9.2,1778,-200,48.2,1935,859,349,119
5.9,1461,-200,29.1,1529,668,450,96
3.7,1258,-200,19.1,1272,454,541,77
2.6,1138,-200,13.9,1113,337,610,66
1.1,936,-200,6.8,849,127,798,56
2.6,1167,-200,13.2,1090,281,626,62
2.2,1071,-200,10.7,1003,252,665,58
0.9,866,-200,4.1,717,-200,909,47.5
-200,836,-200,2.9,647,65,985,37
0.5,823,-200,2.7,630,69,1033,35
0.7,890,-200,4.3,727,151,917,50
1.3,1019,-200,8,901,231,750,64
2.2,1177,-200,15.5,1166,297,621,75
3.7,1348,-200,23.8,1398,515,505,101
3.7,1341,-200,21,1323,499,516,94
3.4,1307,-200,19.3,1278,445,527,95
3.4,1305,-200,19.7,1287,464,525,124
2.6,1177,-200,13.2,1090,298,612,86
2.5,1192,-200,13,1085,266,617,79
2.5,1214,-200,12.9,1080,323,611,87
2.7,1240,-200,15.1,1152,352,575,94
3.2,1271,-200,16.3,1188,372,563,107
3.7,1333,-200,20.5,1312,383,520,107
4.6,1390,-200,24.4,1414,455,487,117
3.3,1266,-200,18.7,1261,355,541,97
2.4,1140,-200,12.7,1072,267,626,90
2.8,1240,-200,15.6,1168,308,582,86
2.7,1187,-200,14.2,1122,313,589,77
1.8,1043,-200,9.9,975,216,675,66
1.1,948,-200,6.3,826,137,802,57
1.2,955,-200,5.2,775,140,831,55
0.8,915,-200,4.2,721,-200,891,47.5
0.6,832,-200,2.9,644,94,990,40
0.5,846,-200,2.6,628,79,1025,40
0.7,897,-200,4.7,750,156,874,46
0.8,908,-200,5.1,767,153,868,53
3.5,1348,-200,22.2,1357,464,526,84
3.6,1384,-200,23.3,1386,435,504,88
-200,1473,-200,26.3,1463,683,462,143
-200,1360,-200,19.7,1287,523,517,130
-200,1305,-200,17.4,1223,460,545,120
-200,1337,-200,20.2,1302,417,507,139
-200,1414,-200,24.4,1414,486,478,139
-200,1463,-200,24.5,1417,512,467,156
-200,1530,-200,24.8,1425,595,457,143
-200,1915,-200,45.9,1889,1052,340,186
8.7,1882,-200,47.5,1920,1014,328,171
5.8,1589,-200,33,1619,633,406,124
4.3,1463,-200,27.2,1484,485,443,97
3.6,1380,-200,21.8,1345,480,493,92
3.9,1383,-200,21.3,1332,572,495,96
2.4,1181,-200,13.3,1094,345,600,74
1.6,1061,-200,8.8,931,195,699,65
1.8,1091,-200,9.2,945,213,698,62
1.5,1010,-200,7.6,884,216,719,59
0.7,868,-200,3.6,688,-200,922,50
0.5,852,-200,2.8,639,73,1009,41
0.4,826,-200,2.2,601,67,1056,38
0.5,862,-200,3.4,677,96,973,43
0.8,951,-200,5.7,800,162,803,52
2,1210,-200,16.3,1188,305,583,75
6.2,1601,-200,37.9,1727,725,389,118
4.5,1477,-200,25.5,1443,658,469,126
4.6,1458,-200,24.2,1408,710,471,151
3.3,1354,-200,20.9,1321,445,504,107
3.6,1385,-200,22.1,1354,455,490,114
4.4,1460,-200,25,1430,524,466,125
4.3,1492,-200,26.4,1463,527,460,138
5,1569,-200,29.8,1547,601,435,144
8.1,1870,-200,45,1871,1001,351,180
8,1774,-200,42.8,1829,852,359,154
3.6,1388,-200,22.4,1363,370,485,105
2.9,1303,-200,15.9,1177,348,562,98
2.7,1257,-200,14.3,1126,361,581,93
1.9,1132,-200,10.7,1002,255,640,76
1.3,1050,-200,7.6,881,162,732,69
1.2,1033,-200,6.7,842,166,756,66
1.8,1106,-200,9,938,247,685,76
1.9,1107,-200,9,940,255,689,73
1.5,1011,-200,7,856,-200,769,63.5
0.9,916,-200,4.3,726,129,879,54
0.5,852,-200,2.8,641,83,1012,44
0.6,889,-200,3.7,694,114,913,45
1.1,1002,-200,6.3,828,233,798,58
2.8,1231,-200,14.5,1134,448,587,87
2.9,1212,-200,16.4,1191,455,551,97
1.7,1121,-200,10.9,1012,254,650,80
2.3,1260,-200,14.1,1121,313,568,82
3.3,1391,-200,17.1,1214,490,518,112
3.5,1463,-200,19.4,1280,496,482,121
3.8,1464,-200,20.9,1321,514,475,132
3.4,1412,-200,17.7,1230,454,516,141
3.8,1450,-200,19.8,1292,507,495,130
3.6,1416,-200,19.5,1283,474,510,113
3.5,1346,-200,17,1211,404,540,101
2.8,1273,-200,14.6,1137,356,586,91
2.5,1206,-200,12,1049,345,634,90
3.1,1252,-200,13.3,1094,395,615,90
1.8,1069,-200,7.9,897,249,729,83
1.6,1061,-200,7.9,895,197,737,73
1.9,1072,-200,7.5,880,224,767,80
2,1075,-200,8.4,917,231,737,87
1.4,992,-200,6.9,853,177,796,79
1.2,914,-200,4.6,741,-200,891,67.5
-200,854,-200,3.8,700,98,980,56
0.7,774,-200,2.1,591,64,1151,42
0.4,757,-200,1.5,542,44,1339,31
0.4,752,-200,1.2,516,53,1370,35
0.5,757,-200,1.6,551,94,1295,51
0.7,777,-200,1.9,580,100,1263,58
0.7,774,-200,2,583,98,1246,57
0.7,805,-200,2.7,632,115,1176,63
1,838,-200,3.6,686,115,1083,61
1,824,-200,3.7,695,76,1091,34
0.9,812,-200,3.9,704,55,1055,26
0.9,806,-200,3.8,702,59,1052,28
0.9,789,-200,3.4,675,95,1121,50
1.1,821,-200,4,713,107,1067,55
3.2,1024,-200,14.3,1127,189,704,84
3.1,1009,-200,10.5,995,386,784,140
3.1,1064,-200,12.2,1055,412,738,138
2.3,1001,-200,11.4,1029,342,733,127
1.8,927,-200,7.3,868,255,847,117
0.8,819,-200,2.4,613,89,1118,57
0.9,847,-200,2.7,630,106,1057,59
0.8,798,-200,2.5,621,109,1115,62
0.7,757,-200,1.7,561,67,1192,42
0.4,703,-200,0.5,446,-200,1523,27.5
0.2,689,-200,0.3,407,13,1757,13
0.2,698,-200,0.4,424,20,1665,18
0.3,720,-200,0.6,458,33,1536,26
0.7,797,-200,2.1,593,146,1212,72
1.7,950,-200,7.4,875,359,850,131
1.8,887,-200,5.9,809,322,899,133
1.5,850,-200,4.8,755,293,966,116
1.3,836,-200,4.5,740,255,987,117
1.2,827,-200,5.1,768,233,972,103
1.3,819,-200,6,810,220,947,100
1.8,919,-200,10,978,246,820,105
1.7,897,-200,7.8,890,272,850,121
2.2,973,-200,11.2,1023,358,780,132
3.2,1065,-200,17,1211,514,669,156
5.9,1341,-200,31,1575,742,503,183
6.6,1303,-200,28.9,1524,-200,515,174.8636364
-200,1189,-200,23.1,1381,-200,566,166.7272727
-200,1054,-200,13.7,1106,-200,679,158.5909091
-200,943,-200,8,900,-200,816,150.4545455
-200,903,-200,7.4,872,-200,855,142.3181818
-200,858,-200,4.9,760,-200,940,134.1818182
-200,821,-200,3.7,696,-200,1032,126.0454545
-200,781,-200,2.9,645,-200,1088,117.9090909
-200,741,-200,1.9,580,-200,1224,109.7727273
-200,720,-200,1.4,540,-200,1296,101.6363636
-200,733,-200,1.9,574,-200,1238,93.5
-200,780,-200,3.2,666,-200,1099,85.36363636
-200,915,-200,7.4,873,-200,873,77.22727273
-200,1228,-200,22.4,1362,-200,575,69.09090909
-200,1239,-200,22.8,1373,-200,550,60.95454545
-200,1209,-200,18.5,1255,-200,588,52.81818182
-200,1257,-200,20.4,1308,-200,548,44.68181818
-200,1007,-200,10.6,1000,-200,727,36.54545455
-200,1020,-200,11.8,1041,-200,733,28.40909091
-200,1094,-200,14.8,1144,-200,669,20.27272727
2.1,1045,-200,13.1,1087,-200,712,12.13636364
1.5,909,-200,7.5,879,-200,874,4
1.6,1013,-200,8.1,905,-200,816,-4.136363636
3.5,1236,-200,16.9,1206,-200,615,-12.27272727
4.6,1275,-200,19.9,1294,-200,570,-20.40909091
4.7,1237,-200,16.5,1194,-200,615,-28.54545455
3,1101,-200,9.6,963,-200,748,-36.68181818
1.5,962,-200,5.3,778,-200,911,-44.81818182
0.9,841,-200,3.5,680,-200,1052,-52.95454545
0.8,831,-200,2.5,620,-200,1164,-61.09090909
0.7,843,-200,2.5,622,-200,1146,-69.22727273
0.6,798,-200,2.2,600,-200,1151,-77.36363636
0.3,730,-200,0.8,477,-200,1433,-85.5
0.2,715,-200,0.5,445,32,1601,29
0.2,726,-200,0.5,443,29,1663,26
0.3,771,-200,0.9,490,48,1419,39
0.5,805,-200,1.6,555,113,1255,72
1.4,958,-200,5.8,803,267,910,128
2,1021,-200,9.5,959,332,760,149
1.6,969,-200,6.7,843,354,857,165
1.3,923,-200,4.4,733,316,962,150
1.4,973,-200,6.8,850,395,868,165
1.9,996,-200,7.8,893,391,808,175
2.7,1055,-200,10.8,1007,457,736,145
2.1,1023,-200,9.8,971,448,752,98
2.4,1039,-200,11.3,1024,543,721,105
2.7,1051,-200,12.3,1061,574,696,106
2.5,1050,-200,12.6,1070,435,699,141
3.7,1156,-200,17,1209,504,614,177
4.6,1277,-200,21.4,1335,586,551,182
3.9,1172,-200,15.3,1159,580,621,193
2.2,1048,-200,9.9,973,346,731,148
2.7,1144,-200,13.4,1096,531,643,167
2.6,1104,-200,11.2,1023,477,677,158
2.1,1038,-200,9.4,957,344,713,132
1.4,960,-200,6.6,838,219,797,97
1.2,934,-200,5.5,787,-200,822,85.5
1.1,930,-200,5.4,784,174,850,74
1.1,918,-200,5.3,778,165,864,68
1.1,952,-200,6.1,814,250,804,89
1.5,1019,-200,8.1,905,388,757,117
3.1,1287,-200,17.3,1218,758,580,190
6.8,1578,-200,32.3,1605,1247,429,211
5.4,1417,-200,24.1,1407,1110,490,190
4.5,1392,-200,21,1325,1145,511,194
3,1147,-200,12.7,1073,720,628,210
2.8,1150,-200,13.6,1105,557,629,199
3.9,1252,-200,18,1240,678,564,178
3.4,1186,-200,14.3,1125,659,617,184
3.2,1172,-200,13.7,1107,552,629,186
2.8,1109,-200,11.2,1021,395,689,168
3.9,1201,-200,16.5,1196,573,597,187
3.5,1189,-200,16.1,1183,463,603,166
4.7,1282,-200,20.6,1312,568,551,177
4.6,1207,-200,16.8,1203,706,625,207
1.2,904,-200,4.8,754,193,930,114
1.1,900,-200,4,711,151,975,84
1.2,932,-200,4.5,740,167,926,92
1.6,968,-200,5.4,785,239,872,111
0.7,827,-200,2.4,610,102,1092,71
0.4,789,-200,1.2,515,-200,1276,57
-200,812,-200,1.6,549,55,1213,43
0.6,811,-200,1.7,559,71,1170,50
0.5,827,-200,1.7,560,79,1169,53
0.6,849,-200,2.3,604,117,1086,67
1.4,1001,-200,5.7,798,266,855,113
2,1021,-200,7.9,896,340,741,140
1.6,978,-200,6.4,831,257,807,116
1.6,996,-200,6.9,855,311,793,122
1.7,1014,-200,6.7,843,279,791,116
2,1061,-200,8.7,928,267,730,118
2.3,1092,-200,9.9,975,310,690,125
2.4,1129,-200,11.4,1028,352,661,126
2.2,1077,-200,9.8,969,337,690,135
2.6,1153,-200,12.9,1079,358,635,140
4,1234,-200,16.6,1197,547,575,163
5.2,1319,-200,20.8,1319,600,539,178
3.9,1251,-200,18.8,1264,470,561,160
3.8,1165,-200,12.6,1070,522,650,166
1.6,954,-200,5.9,807,208,833,115
1.5,971,-200,6.1,818,205,828,107
1.6,961,-200,5,765,217,865,108
1.5,952,-200,4.9,758,216,876,111
1,875,-200,2.7,635,117,1037,75
0.8,891,-200,2.7,633,-200,1035,81.5
1.3,1006,-200,5,765,174,848,88
1,907,-200,3.7,691,111,927,71
1,938,-200,3.8,702,147,904,75
0.9,925,-200,3.3,672,140,991,86
2.1,1157,-200,9.7,967,421,678,124
2.1,1169,-200,10.7,1003,350,665,128
3.1,1312,-200,14.7,1139,550,565,164
3.8,1347,-200,17.6,1227,589,539,199
3.7,1321,-200,17.5,1224,537,543,192
3.6,1267,-200,14.1,1118,473,592,166
3.3,1234,-200,12.1,1053,364,639,133
2.1,1101,-200,9.2,947,270,699,118
2.3,1149,-200,10.6,998,368,664,133
2.1,1094,-200,9,941,318,695,128
1.9,1056,-200,7.5,878,244,758,116
1.9,1030,-200,8,899,234,767,118
2.3,1075,-200,9.1,943,296,752,142
1.7,927,-200,4.7,748,205,888,113
0.8,793,-200,1.8,570,95,1143,59
0.8,796,-200,2.1,589,93,1136,52
0.8,780,-200,1.8,568,100,1190,57
0.8,774,-200,1.8,569,100,1222,58
0.6,718,-200,1,500,63,1401,44
0.4,705,-200,0.8,478,-200,1546,35
0.3,689,-200,0.7,470,36,1643,26
0.3,678,-200,0.4,427,24,1771,20
0.2,655,-200,0.2,402,20,2077,17
0.2,649,-200,0.2,397,25,2062,21
0.3,647,-200,0.3,412,39,1964,29
0.3,667,-200,0.4,429,57,1793,39
0.4,669,-200,0.5,444,59,1664,41
0.4,667,-200,0.6,455,65,1716,44
0.6,705,-200,1.1,508,93,1494,54
0.6,710,-200,1.2,523,112,1479,62
0.6,713,-200,1.4,539,110,1593,62
0.5,703,-200,1.1,512,81,2121,48
0.6,738,-200,1.3,529,100,1991,59
0.7,795,-200,1.8,569,109,1773,63
1.4,861,-200,4.7,750,148,1481,78
1.2,836,-200,3,653,207,1798,99
1.1,812,-200,3,652,210,1586,106
1,771,-200,2.8,642,180,1678,97
0.6,711,-200,1.6,556,109,1938,67
0.8,741,-200,2.3,607,128,1312,73
0.6,696,-200,1.3,532,96,1416,62
0.5,692,-200,1.1,507,65,1483,44
0.3,679,-200,0.6,449,42,1666,31
0.2,676,-200,0.4,429,-200,1750,26
-200,681,-200,0.4,428,24,1768,21
0.3,683,-200,0.4,426,28,1775,22
0.4,704,-200,0.8,478,55,1498,41
0.7,767,-200,2,588,181,1292,94
2,964,-200,8.7,928,480,871,167
2.4,925,-200,8.6,923,442,841,162
1.8,883,-200,6.8,849,361,910,141
1.6,894,-200,6.2,820,288,932,127
1.7,881,-200,6.4,831,330,911,116
1.8,867,-200,6.7,842,300,909,104
1.7,856,-200,6.2,821,239,937,111
1.7,862,-200,6.7,843,265,930,114
1.7,891,-200,7.8,891,287,874,121
2.6,931,-200,11.5,1032,403,795,164
4,1025,-200,16.7,1202,515,691,194
3.8,1029,-200,16.6,1198,446,694,175
4,1038,-200,16.3,1190,501,685,180
2.4,904,-200,8.6,924,355,846,147
1.4,844,-200,5.4,782,217,969,112
1.3,839,-200,4,711,180,1029,94
1.3,844,-200,3.9,705,167,1035,91
1,800,-200,2.8,641,126,1113,76
0.8,786,-200,2.2,596,113,1178,73
0.6,737,-200,0.9,492,-200,1391,52.5
0.4,732,-200,0.7,472,37,1461,32
0.5,737,-200,0.7,468,50,1481,40
0.5,778,-200,1.2,517,96,1330,63
0.9,867,-200,3.3,669,271,1069,119
3.5,1248,-200,16.6,1197,892,641,202
5.2,1389,-200,26.3,1463,1071,518,222
4.3,1184,-200,16.4,1193,839,626,212
3.5,1160,-200,15.5,1165,713,655,219
2.6,982,-200,10.7,1003,498,1037,189
2.5,948,-200,11.1,1017,389,1065,147
2.8,1017,-200,11.7,1039,457,769,161
2.2,985,-200,10.9,1011,425,779,148
2.4,1017,-200,11.4,1029,483,768,148
3.5,1121,-200,16.3,1190,604,673,188
4.2,1129,-200,18.5,1255,648,634,206
3.1,1101,-200,14.5,1134,427,683,168
3.2,1182,-200,15.8,1175,461,637,171
2.8,1144,-200,13.2,1091,436,671,171
2.2,1046,-200,7.8,890,300,791,142
1.8,990,-200,6.1,817,277,849,134
1.7,974,-200,5,764,196,910,107
1.6,953,-200,5.3,778,277,885,121
1.1,868,-200,2.9,647,131,1054,85
0.8,833,-200,1.9,574,-200,1150,76.5
0.7,786,-200,1.2,522,97,1253,68
0.8,834,-200,1.6,551,105,1193,69
0.9,845,-200,2,583,138,1132,81
1.2,929,-200,4,713,183,987,92
3.3,1234,-200,15.4,1161,664,629,200
3.8,1270,-200,19,1267,611,565,201
3.2,1241,-200,14.6,1135,600,622,213
-200,1268,-200,16,1180,-200,593,200
3.2,1248,-200,14.4,1131,878,615,187
4.2,1317,-200,19,1269,905,554,205
4.3,1308,-200,20.3,1306,808,553,212
4,1321,-200,19.5,1281,858,557,198
4.1,1360,-200,21,1325,839,535,171
7.8,1659,-200,35.9,1685,1290,423,272
10.2,1802,-200,47.7,1924,748,356,192
6.6,1549,-200,30.1,1553,1148,446,288
4.3,1407,-200,22,1351,729,516,254
4.9,1374,-200,19,1268,810,536,267
2.6,1127,-200,9.2,948,427,703,198
2.3,1096,-200,7.1,860,274,777,145
2.7,1119,-200,8.2,908,387,735,167
2.2,999,-200,5.1,771,235,864,127
2,987,-200,5.6,794,225,852,119
1.3,912,-200,3.5,685,-200,934,101.5
1.2,893,-200,3.8,701,185,935,84
1.1,878,-200,3.6,687,212,964,89
1.4,996,-200,6.6,841,358,797,122
2.1,1119,-200,9.9,974,531,710,162
4.5,1407,-200,21.5,1339,992,531,225
5.6,1503,-200,27.8,1498,1132,469,249
5.6,1446,-200,22.9,1374,1195,499,282
4.7,1416,-200,20.2,1302,1120,526,278
4.2,1448,-200,19.7,1288,870,518,251
3.6,1282,-200,13.8,1111,570,586,208
3.2,1271,-200,15.3,1157,384,572,187
3.1,1321,-200,15.9,1178,381,552,182
3.8,1362,-200,17.4,1223,541,535,212
3.9,1316,-200,17.6,1228,484,540,174
4.6,1374,-200,20.4,1307,549,521,220
4.9,1388,-200,22.6,1367,596,500,214
5.4,1422,-200,25.1,1432,620,474,212
4.3,1281,-200,17.2,1216,542,548,191
3.1,1192,-200,11.7,1040,381,640,160
2.5,1108,-200,9.2,945,270,692,130
2.4,1071,-200,7.7,885,284,740,133
1.9,999,-200,5.6,793,204,817,110
1.3,925,-200,3.3,670,93,940,65
1.2,886,-200,2.3,608,-200,1013,53
1.1,888,-200,2.1,590,51,1009,41
0.9,863,-200,1.3,531,45,1097,36
1,870,-200,1.6,550,68,1126,45
1.6,1043,-200,5.3,776,198,800,98
4.8,1478,-200,20.5,1310,633,492,194
5.9,1436,-200,22.7,1371,548,458,191
5.6,1354,-200,16.7,1201,588,529,193
3.5,1290,-200,13.8,1110,612,571,231
2.8,1203,-200,11.8,1043,428,617,202
3.6,1298,-200,15.2,1156,463,549,188
4.8,1352,-200,17.9,1236,479,522,184
5,1247,-200,14.8,1142,469,574,222
5.6,1375,-200,18.3,1247,583,531,221
7.5,1553,-200,24.4,1414,760,455,193
7.2,1521,-200,25,1430,691,449,187
8.3,1623,-200,29.8,1547,832,414,188
8.6,1510,-200,27.9,1501,881,456,185
4.3,837,-200,6.5,835,390,896,146
2.6,667,-200,3.6,689,207,1210,120
2.6,695,-200,4,711,204,1193,110
2.7,683,-200,3.6,686,243,1240,121
2.7,695,-200,4,709,264,1236,126
2.6,703,-200,3.5,685,215,1218,117
2.4,698,-200,2.4,614,-200,1286,105.5
-200,714,-200,2.3,605,146,1278,94
0.6,692,-200,1.5,546,92,1347,70
0.7,729,-200,2.8,639,174,1234,96
1.2,880,-200,6,812,294,928,136
2,974,-200,11.1,1019,412,769,177
2.8,1086,-200,15.3,1157,573,674,214
2.9,1087,-200,17.1,1213,661,668,243
2.2,933,-200,10.3,990,555,849,192
1.6,852,-200,8.5,919,363,967,149
1.5,882,-200,10.4,993,302,902,141
1.9,888,-200,10.9,1009,340,866,137
1.5,878,-200,10.6,1000,306,880,138
1.8,892,-200,11.1,1018,377,879,149
3.4,1117,-200,21.1,1327,625,692,196
4.6,1252,-200,22.3,1359,870,604,239
1.6,1012,-200,10.6,999,421,785,164
1.2,1025,-200,8.4,916,294,832,149
1.2,1033,-200,7.6,881,339,855,159
0.9,1008,-200,7.1,861,260,858,149
0.7,992,-200,7.2,867,256,876,133
2.5,1187,-200,13.9,1114,572,700,216
1.5,1065,-200,9.7,968,428,808,196
0.5,889,-200,4.9,760,195,968,120
0.3,901,-200,5.1,767,-200,961,110.5
0.5,875,-200,5.6,795,160,928,101
0.1,808,-200,2.8,636,101,1120,75
0.2,858,-200,2.7,633,97,1136,73
-200,819,-200,3.6,690,127,1051,84
0.2,862,-200,4.9,757,227,983,116
0.5,877,-200,5.6,793,253,944,132
0.4,941,-200,6.4,832,234,914,125
0.8,983,-200,6.8,846,291,871,148
1.5,1067,-200,10.1,981,402,755,186
1.9,1100,-200,11.2,1022,492,752,193
1.1,958,-200,8.7,928,351,841,174
0.3,866,-200,5,763,160,1018,106
0.9,1018,-200,8.2,907,292,889,127
2.1,1175,-200,12.7,1074,537,748,172
2.4,1197,-200,10.9,1012,607,717,179
1.6,1110,-200,7.4,872,308,822,150
1.1,1060,-200,6.3,825,277,854,147
1.3,1136,-200,7.7,885,348,806,163
0.8,1049,-200,7.2,864,267,818,145
1,1053,-200,7,859,399,810,186
0.3,970,-200,5,763,163,917,116
1,1049,-200,8.2,907,297,795,145
0.4,919,-200,5,761,212,911,122
0.1,870,-200,3.5,684,-200,997,95
-200,814,-200,2,587,81,1146,68
-200,820,-200,2.3,604,116,1127,80
0.1,897,-200,4.2,722,201,987,108
0.4,988,-200,6.8,850,333,861,149
2.4,1242,-200,16.2,1185,733,625,232
3.1,1493,-200,50.7,1981,846,448,215
3.1,1394,-200,63.7,2214,801,411,218
2.7,1252,-200,25.4,1439,884,559,239
2.3,1255,-200,20.1,1301,784,571,224
3,1360,-200,23.5,1392,896,490,235
3.6,1369,-200,25.2,1434,953,489,237
3.1,1361,-200,21.8,1347,980,518,239
3.5,1411,-200,22.8,1371,1058,500,235
4,1509,-200,25.4,1439,1080,459,199
6.3,1738,-200,38.3,1735,1301,365,240
6.9,1766,-200,37.6,1720,1345,361,245
6.5,1706,-200,33.9,1641,1218,381,239
3.3,1472,-200,22.4,1361,884,462,191
2.4,1392,-200,16.9,1206,650,521,164
1.7,1335,-200,13.9,1112,444,570,130
1.3,1285,-200,11.6,1037,370,610,121
1.1,1267,-200,10.8,1008,349,628,118
0.8,1176,-200,8.8,930,287,679,113
0.3,1079,-200,6,812,-200,782,103.5
-200,1084,-200,6.1,816,226,776,94
1.3,1091,-200,6.4,829,238,755,92
1.4,1126,-200,7.7,886,316,713,98
2.1,1210,-200,10,978,508,666,111
4.5,1565,-200,24,1405,920,488,139
5.7,1578,-200,27.6,1494,980,448,160
6.6,1702,-200,31.5,1585,1188,422,183
5,1552,-200,24.1,1406,1045,478,185
5.3,1590,-200,26.5,1466,999,448,198
5.4,1640,-200,27.1,1480,955,432,201
7.3,1769,-200,33.2,1624,1189,396,233
5.1,1581,-200,25.5,1442,933,435,202
5.3,1658,-200,27.1,1482,898,419,186
7.3,1821,-200,35.4,1673,1201,371,215
10.2,1982,-200,49.5,1959,1369,322,227
11.9,2008,-200,50.6,1980,1389,325,220
11.5,1918,-200,49.4,1958,1358,335,190
8.3,1693,-200,31.7,1590,1189,412,178
4.7,1495,-200,21.8,1345,866,467,147
4,1449,-200,19.8,1291,718,482,138
3.9,1439,-200,18.6,1257,715,494,135
2.8,1270,-200,13.4,1098,558,572,123
2.3,1163,-200,10.1,980,467,654,106
1.8,1130,-200,8.4,915,-200,697,93.5
1.4,1023,-200,5.4,781,295,809,81
1,931,-200,3.4,679,151,947,66
1,953,-200,4.1,717,188,907,64
1.8,1108,-200,8.7,927,380,718,86
3.8,1414,-200,18.7,1261,717,532,114
4.2,1423,-200,21,1323,803,496,115
3.6,1352,-200,17.7,1231,726,538,110
3.3,1303,-200,15.1,1153,558,575,116
2,1103,-200,8.8,931,427,711,162
2,1138,-200,9.7,967,317,695,104
2.9,1278,-200,14.4,1130,436,580,129
2.7,1292,-200,14.7,1141,490,556,146
3.4,1374,-200,17.4,1222,602,516,160
4.5,1464,-200,22.3,1358,732,477,169
6.1,1562,-200,30.3,1557,865,427,167
6.8,1592,-200,33.3,1627,936,401,166
8.4,1669,-200,36,1686,1074,384,181
5.3,1429,-200,23.9,1401,812,475,144
4.5,1354,-200,19,1269,773,506,141
4.1,1311,-200,16.8,1203,761,542,123
4,1311,-200,17.5,1225,781,538,121
4,1292,-200,17.4,1221,743,547,114
3,1091,-200,11.3,1025,533,666,93
2.1,1009,-200,8.7,928,-200,754,91
2.2,1050,-200,9.4,956,456,725,89
2.2,1053,-200,9.4,955,486,710,94
2,1016,-200,9.1,945,498,724,93
2.2,1057,-200,10.7,1004,585,702,100
4,1309,-200,21.3,1333,911,537,127
4.8,1315,-200,22.9,1375,845,526,137
4.6,1315,-200,20.1,1300,807,547,190
2.8,1111,-200,11.8,1042,603,682,171
2.1,1087,-200,10.6,1000,391,706,127
2,1104,-200,11.4,1028,279,696,109
2.5,1142,-200,12.8,1078,358,670,126
2.5,1164,-200,13.4,1096,403,662,136
2.8,1214,-200,14.2,1124,465,659,156
4,1369,-200,21.8,1346,707,558,187
4.5,1368,-200,21.4,1334,660,529,173
3.1,1226,-200,15.4,1161,402,606,137
2.6,1225,-200,14.5,1134,350,614,122
2.6,1190,-200,11.4,1028,355,654,129
2,1128,-200,7.8,889,296,743,110
1.8,1105,-200,7.6,883,266,747,102
2.5,1152,-200,9.5,959,373,689,114
2.3,1141,-200,9.7,967,417,698,117
2.1,1121,-200,8.1,901,308,712,98
1.5,1043,-200,5.9,805,-200,798,88.5
-200,1090,-200,6.6,841,209,757,79
1.2,982,-200,4.8,752,196,844,77
1,974,-200,4.6,743,203,864,75
1.7,1118,-200,8.4,915,393,731,95
4.3,1508,-200,23.1,1379,864,496,137
5.8,1521,-200,26.6,1470,960,456,149
5.6,1562,-200,26.1,1458,1056,458,197
4,1392,-200,16.4,1192,856,543,183
4,1439,-200,18.9,1267,854,522,179
4.9,1539,-200,22.7,1371,854,488,196
5.6,1608,-200,27.2,1483,949,446,208
5.1,1589,-200,24.1,1407,932,556,203
6.2,1704,-200,29.1,1531,1071,507,213
7.7,1822,-200,36,1686,1134,387,233
10.1,1956,-200,45.2,1877,1389,347,255
6.4,1676,-200,30.7,1568,866,444,170
7.7,1834,-200,37.7,1723,947,400,167
8.1,1759,-200,31.6,1588,1155,437,205
4.7,1518,-200,19.9,1293,798,515,170
4.3,1502,-200,18.6,1256,696,560,154
4.1,1499,-200,16.9,1207,654,748,143
4.2,1531,-200,18,1238,685,619,140
3.8,1424,-200,14.9,1145,574,641,122
2.7,1279,-200,10.2,986,-200,756,112.5
2.4,1250,-200,9.1,942,319,755,103
2,1189,-200,7.3,870,263,821,97
1.7,1197,-200,7.6,881,320,820,99
2.1,1273,-200,9.2,946,439,729,110
2.5,1298,-200,11.1,1017,398,727,110
3.8,1453,-200,16.3,1190,637,583,121
3.9,1492,-200,17.8,1233,699,561,122
